timestamp,metal,price,daily_change,daily_percent,unit
2026-06-22T13:00:59.540565,Gold,4197.6,45.86,1.10%,USD/t.oz
2026-06-22T13:00:59.540565,Silver,66.446,1.546,2.38%,USD/t.oz
2026-06-22T13:00:59.540565,Lithium,157000.0,10250.0,-6.13%,CNY/T
2026-06-22T13:00:59.540565,Platinum,1681.0,13.0,0.78%,USD/t.oz
2026-06-22T13:00:59.544564,Aluminum,3425.6,24.75,0.73%,USD/T
2026-06-22T13:00:59.544564,Tin,53653.0,1691.0,-3.06%,USD/T
2026-06-22T13:00:59.544564,Nickel,17814.0,279.0,1.59%,USD/T
2026-06-22T13:00:59.545560,Palladium,1285.5,22.0,1.74%,USD/t.oz
2026-06-22T13:00:59.545560,Rhodium,8000.0,0.0,0.00%,USD/t oz.
2026-06-22T13:03:37.886693,Gold,4199.46,USD/t.oz,11678.8645,47.72,1.15,-2.56,-8.09,-2.79,24.67
2026-06-22T13:03:37.886693,Silver,66.503,USD/t.oz,184.9475,1.603,2.47,-4.97,-14.82,-6.68,84.17
2026-06-22T13:03:37.886693,Lithium,157000.0,CNY/T,1.884,10250.0,-6.13,-7.92,-14.32,32.49,161.88
2026-06-22T13:03:37.886693,Platinum,1679.5,USD/t.oz,4670.756,11.5,0.69,-5.26,-13.94,-18.86,30.32
2026-06-22T13:03:37.890070,Aluminum,3422.35,USD/T,0.296,21.5,0.63,1.38,-6.96,14.23,32.14
2026-06-22T13:03:37.890438,Tin,53653.0,USD/T,4.641,1691.0,-3.06,1.52,3.95,32.29,67.62
2026-06-22T13:03:37.890438,Nickel,17772.0,USD/T,1.5373,237.0,1.35,-0.24,-4.86,6.1,19.75
2026-06-22T13:03:37.890438,Palladium,1282.5,USD/t.oz,3566.6833,19.0,1.5,-5.84,-8.98,-22.34,17.82
2026-06-22T13:03:37.890438,Rhodium,8000.0,USD/t oz.,22248.3166,0.0,0.0,0.0,-13.98,-12.81,47.47
2026-06-22T13:09:29.459217,Gold,4196.36,USD/t.oz,12737.599,127375.99,44.62,1.07,-2.63,-8.16,-2.86,24.58,1.07,Bullish,94.411255,13.906495709827244
2026-06-22T13:09:29.459217,Silver,66.476,USD/t.oz,201.7807,2017.81,1.576,2.43,-5.01,-14.86,-6.71,84.09,2.43,Bullish,94.411255,13.906495709827244
2026-06-22T13:09:29.460168,Lithium,157000.0,CNY/T,2.1833,21.83,10250.0,-6.13,-7.92,-14.32,32.49,161.88,6.13,Bearish,94.411255,13.906495709827244
2026-06-22T13:09:29.460168,Platinum,1675.4,USD/t.oz,5085.4963,50854.96,7.4,0.44,-5.49,-14.15,-19.06,30.0,0.44,Bullish,94.411255,13.906495709827244
2026-06-22T13:09:29.465225,Aluminum,3419.45,USD/T,0.3228,3.23,18.6,0.55,1.3,-7.04,14.14,32.03,0.55,Bullish,94.411255,13.906495709827244
2026-06-22T13:09:29.465225,Tin,53653.0,USD/T,5.0654,50.65,1691.0,-3.06,1.52,3.95,32.29,67.62,3.06,Bearish,94.411255,13.906495709827244
2026-06-22T13:09:29.465225,Nickel,17768.0,USD/T,1.6775,16.77,233.0,1.33,-0.26,-4.88,6.08,19.73,1.33,Bullish,94.411255,13.906495709827244
2026-06-22T13:09:29.465225,Palladium,1279.5,USD/t.oz,3883.7845,38837.84,16.0,1.27,-6.06,-9.19,-22.53,17.55,1.27,Bullish,94.411255,13.906495709827244
2026-06-22T13:09:29.465225,Rhodium,8000.0,USD/t oz.,24283.1387,242831.39,0.0,0.0,0.0,-13.98,-12.81,47.47,0.0,Neutral,94.411255,13.906495709827244
2026-06-24T16:58:42.173077,Gold,4043.98,USD/t.oz,12327.3946,123273.95,69.63,-1.69,-5.06,-11.5,-6.39,21.34,1.69,Bearish,94.813731,13.942369444869664
2026-06-24T16:58:42.173077,Silver,59.881,USD/t.oz,182.5372,1825.37,1.669,-2.71,-11.8,-23.3,-15.97,65.1,2.71,Bearish,94.813731,13.942369444869664
